director_name,genres,movie_title,actor_1_name,actor_2_name,actor_3_name
Cedric Nicolas-Troyan,Action Adventure Drama Fantasy,the huntsman: winter's war,Chris Hemsworth,Sam Claflin,Charlize Theron
Jonathan Liebesman,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles,Noel Fisher,Danny Woodburn,Jeremy Howard
Alfonso Cuarón,Adventure Drama Sci-Fi Thriller,gravity,Phaldut Sharma,Basher Savage,Amy Warren
Roger Donaldson,Action Adventure Thriller,dante's peak,Jamie Renée Smith,Grant Heslov,Tzi Ma
Dave Green,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Stephen Amell,Noel Fisher,Brad Garrett
Josh Trank,Action Adventure Sci-Fi,fantastic four,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
Shawn Levy,Action Adventure Comedy Family Fantasy,night at the museum,Robin Williams,Rami Malek,Steve Coogan
Brad Peyton,Action Adventure Drama Thriller,san andreas,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi
Roger Spottiswoode,Action Adventure Thriller,tomorrow never dies,Vincent Schiavelli,Colin Salmon,Joe Don Baker
Roland Emmerich,Action Drama History War,the patriot,Heath Ledger,Adam Baldwin,Tom Wilkinson
Steven Soderbergh,Crime Thriller,ocean's twelve,Brad Pitt,Julia Roberts,Mini Anden
Doug Liman,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Brad Pitt,Angelina Jolie Pitt,Stephanie March
Robert Schwentke,Adventure Sci-Fi Thriller,insurgent,Kate Winslet,Theo James,Mekhi Phifer
Martin Scorsese,Biography Drama,the aviator,Leonardo DiCaprio,Adam Scott,Frances Conroy
Rob Letterman,Adventure Comedy Family Fantasy,gulliver's travels,James Corden,Catherine Tate,Olly Alexander
Michel Gondry,Action Comedy Crime Sci-Fi Thriller,the green hornet,Christoph Waltz,Tom Wilkinson,Chad L. Coleman
unknown,Action Adventure Crime,the a-team            ,George Peppard,Dirk Benedict,Dwight Schultz
Noam Murro,Action Drama Fantasy War,300: rise of an empire,Eva Green,Sullivan Stapleton,Peter Mensah
Raja Gosnell,Adventure Animation Comedy Family Fantasy,the smurfs,Mahadeo Shivraj,Tim Gunn,Madison McKinley
Will Finn,Animation Comedy Family Music Western,home on the range,Steve Buscemi,Roseanne Barr,G.W. Bailey
Robert Schwentke,Action Adventure Mystery Sci-Fi Thriller,allegiant,Naomi Watts,Theo James,Zoë Kravitz
Shawn Levy,Action Drama Sci-Fi Sport,real steel,Hugh Jackman,Torey Michael Adkins,Olga Fonda
Raja Gosnell,Adventure Animation Comedy Family Fantasy,the smurfs 2,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui
Jan de Bont,Action Crime Romance Thriller,speed 2: cruise control,Jason Patric,Temuera Morrison,Lois Chiles
Gavin Hood,Action Sci-Fi,ender's game,Harrison Ford,Moises Arias,Aramis Knight
Len Wiseman,Action Adventure Thriller,live free or die hard,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli
Peter Jackson,Action Adventure Drama Fantasy,the lord of the rings: the fellowship of the ring,Christopher Lee,Orlando Bloom,Billy Boyd
Frank Coraci,Action Adventure Comedy,around the world in 80 days,Jim Broadbent,Steve Coogan,Cécile De France
Michael Mann,Biography Drama Sport,ali,Will Smith,Jada Pinkett Smith,Joe Morton
Bo Welch,Adventure Comedy Family Fantasy,the cat in the hat,Sean Hayes,Kelly Preston,Spencer Breslin
Alex Proyas,Action Mystery Sci-Fi Thriller,"i, robot",Will Smith,Bruce Greenwood,Chi McBride
Ridley Scott,Action Adventure Drama History War,kingdom of heaven,Liam Neeson,Orlando Bloom,Philip Glenister
Rob Minkoff,Adventure Comedy Family Fantasy,stuart little,Chazz Palminteri,Nathan Lane,Jeffrey Jones
Ron Clements,Animation Family Fantasy Musical Romance,the princess and the frog,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose
Ridley Scott,Adventure Drama Sci-Fi,the martian,Matt Damon,Donald Glover,Benedict Wong
Christopher Barnard,Comedy,"10,000 b.c.            ",Mathew Buck,unknown,unknown
Michael Bay,Action Adventure Romance Sci-Fi Thriller,the island,Scarlett Johansson,Steve Buscemi,Djimon Hounsou
Peter Chelsom,Comedy Romance,town & country,Del Zamora,Warren Beatty,Garry Shandling
Dominic Sena,Action Crime Thriller,gone in sixty seconds,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall
Ridley Scott,Action Drama Romance,gladiator,Djimon Hounsou,Connie Nielsen,Oliver Reed
Steven Spielberg,Action Mystery Sci-Fi Thriller,minority report,Tom Cruise,Frank Grillo,Jessica Capshaw
Chris Columbus,Adventure Family Fantasy Mystery,harry potter and the chamber of secrets,Daniel Radcliffe,Rupert Grint,Emma Watson
Martin Campbell,Action Adventure Thriller,casino royale,Eva Green,Tobias Menzies,Ivana Milicevic
Tim Burton,Action Adventure Sci-Fi Thriller,planet of the apes,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari
James Cameron,Action Sci-Fi,terminator 2: judgment day,Joe Morton,Jenette Goldstein,S. Epatha Merkerson
Michael Mann,Biography Crime Drama History Romance,public enemies,Johnny Depp,Christian Bale,Stephen Graham
Ridley Scott,Biography Crime Drama,american gangster,Denzel Washington,Ruby Dee,RZA
James Cameron,Action Comedy Thriller,true lies,Jamie Lee Curtis,Tia Carrere,Tom Arnold
Tony Scott,Action Crime Thriller,the taking of pelham 1 2 3,Denzel Washington,Ramon Rodriguez,Michael Rispoli
Paul Weitz,Comedy Romance,little fockers,Robert De Niro,Blythe Danner,Teri Polo
Adam McKay,Action Comedy Crime,the other guys,Dwayne Johnson,Will Ferrell,Derek Jeter
Chuck Russell,Action Drama Mystery Thriller,eraser,Vanessa Williams,James Coburn,Roma Maffia
Quentin Tarantino,Drama Western,django unchained,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh
Gary Trousdale,Animation Drama Family Musical Romance,the hunchback of notre dame,Demi Moore,Jason Alexander,Bill Fagerbakke
Mark Dindal,Adventure Animation Comedy Family Fantasy,the emperor's new groove,Eartha Kitt,Wendie Malick,John Fiedler
Simon West,Action Adventure Thriller,the expendables 2,Jason Statham,Sylvester Stallone,Bruce Willis
Jon Turteltaub,Action Adventure Comedy Family Mystery,national treasure,Nicolas Cage,Armando Riesco,Annie Parisse
Stefen Fangmeier,Action Adventure Family Fantasy,eragon,Djimon Hounsou,Ed Speleers,Gary Lewis
Spike Jonze,Adventure Drama Family Fantasy,where the wild things are,Catherine O'Hara,Ryan Corr,Max Records
Joe Wright,Adventure Family Fantasy,pan,Hugh Jackman,Cara Delevingne,Nonso Anozie
Chris Wedge,Adventure Animation Family Fantasy,epic,Josh Hutcherson,Emma Kenney,Troy Evans
Florian Henckel von Donnersmarck,Action Romance Thriller,the tourist,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell
Peter Hyams,Action Fantasy Horror Mystery,end of days,CCH Pounder,Mark Margolis,Udo Kier
Edward Zwick,Adventure Drama Thriller,blood diamond,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins
Martin Scorsese,Biography Comedy Crime Drama,the wolf of wall street,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau
Joel Schumacher,Action Adventure Fantasy,batman forever,Michael Gough,Rene Auberjonois,Debi Mazar
Paul Verhoeven,Action Sci-Fi War,starship troopers,Jake Busey,Patrick Muldoon,Seth Gilliam
Tom Tykwer,Drama Sci-Fi,cloud atlas,Tom Hanks,Jim Sturgess,Jim Broadbent
Zack Snyder,Action Adventure Animation Family Fantasy,legend of the guardians: the owls of ga'hoole,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia
Pitof,Action Crime Fantasy Romance Thriller,catwoman,Frances Conroy,Christopher Heyerdahl,Alex Borstein
Brett Ratner,Action Adventure,hercules,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal
Ron Clements,Adventure Animation Family Sci-Fi,treasure planet,Joseph Gordon-Levitt,Martin Short,Michael Wincott
Brad Silberling,Adventure Comedy Sci-Fi,land of the lost,Will Ferrell,Anna Friel,Bobb'e J. Thompson
Patrick Hughes,Action Adventure Thriller,the expendables 3,Jason Statham,Sylvester Stallone,Harrison Ford
Ericson Core,Action Crime Sport Thriller,point break,Ray Winstone,Edgar Ramírez,Delroy Lindo
Lawrence Guterman,Comedy Family Fantasy,son of the mask,Jamie Kennedy,Traylor Howard,Ben Stein
Ron Howard,Action Adventure Biography Drama History Thriller,in the heart of the sea,Chris Hemsworth,Benjamin Walker,Frank Dillane
Ron Underwood,Action Comedy Sci-Fi,the adventures of pluto nash,Rosario Dawson,Randy Quaid,Burt Young
Paul Greengrass,Action Drama Thriller War,green zone,Matt Damon,Sean Huze,Igal Naor
Steve Martino,Adventure Animation Comedy Family,the peanuts movie,Francesca Capaldi,Venus Schultheis,Bill Melendez
David Mamet,Drama Mystery Thriller,the spanish prisoner,Ben Gazzara,Felicity Huffman,Campbell Scott
Stephen Sommers,Action Adventure Fantasy Thriller,the mummy returns,Dwayne Johnson,Brendan Fraser,Patricia Velasquez
Martin Scorsese,Crime Drama,gangs of new york,Leonardo DiCaprio,Liam Neeson,Jim Broadbent
Yimou Zhang,Drama History Romance War,the flowers of war,Christian Bale,Ni Ni,Shigeo Kobayashi
Ash Brannon,Animation Comedy Family Sport,surf's up,Jeff Bridges,Zooey Deschanel,Jon Heder
Frank Oz,Comedy Sci-Fi Thriller,the stepford wives,Jon Lovitz,Matthew Broderick,Roger Bart
Ridley Scott,Drama History War,black hawk down,Ioan Gruffudd,Sam Shepard,Ewen Bremner
Jay Roach,Comedy,the campaign,Will Ferrell,Thomas Middleditch,Katherine LaNasa
Luc Besson,Action Adventure Sci-Fi,the fifth element,Milla Jovovich,Bruce Willis,Gary Oldman
Michael Patrick King,Comedy Drama Romance,sex and the city 2,Chris Noth,Liza Minnelli,Kristin Davis
Bibo Bergeron,Adventure Animation Comedy Family Romance,the road to el dorado,Frank Welker,Rosie Perez,Elton John
Steve Martino,Adventure Animation Comedy Family,ice age: continental drift,Peter Dinklage,Josh Gad,Drake
Kenneth Branagh,Drama Family Fantasy Romance,cinderella,Hayley Atwell,Derek Jacobi,Lily James
Peter Jackson,Drama Fantasy Thriller,the lovely bones,Michael Imperioli,AJ Michalka,Tom McCarthy
Andrew Stanton,Adventure Animation Comedy Family,finding nemo,Alexander Gould,Stephen Root,Brad Garrett
Peter Jackson,Action Adventure Drama Fantasy,the lord of the rings: the return of the king,Orlando Bloom,Billy Boyd,Bernard Hill
Peter Jackson,Action Adventure Drama Fantasy,the lord of the rings: the two towers,Christopher Lee,Orlando Bloom,Billy Boyd
Sergey Bodrov,Action Adventure Fantasy,seventh son,Jeff Bridges,Djimon Hounsou,Olivia Williams
Simon West,Action Adventure Fantasy Thriller,lara croft: tomb raider,Angelina Jolie Pitt,Noah Taylor,Chris Barrie
Wally Pfister,Drama Mystery Romance Sci-Fi Thriller,transcendence,Johnny Depp,Morgan Freeman,Clifton Collins Jr.
Joe Johnston,Action Adventure Sci-Fi Thriller,jurassic park iii,Michael Jeter,Trevor Morgan,Alessandro Nivola
Rupert Wyatt,Action Drama Sci-Fi Thriller,rise of the planet of the apes,James Franco,David Oyelowo,Tyler Labine
Mark Waters,Adventure Family Fantasy,the spiderwick chronicles,Martin Short,Tod Fennell,Joan Plowright
John Moore,Action Thriller,a good day to die hard,Bruce Willis,Cole Hauser,Megalyn Echikunwoke
John Lee Hancock,Drama History War Western,the alamo,Dennis Quaid,Marc Blucas,Jordi Mollà
Brad Bird,Action Adventure Animation Family,the incredibles,Holly Hunter,Craig T. Nelson,Lou Romano
Renny Harlin,Action Adventure Comedy,cutthroat island,Christopher Masterson,Frank Langella,Matthew Modine
Chris Columbus,Adventure Family Fantasy,percy jackson & the olympians: the lightning thief,Logan Lerman,Rosario Dawson,Steve Coogan
Barry Sonnenfeld,Adventure Comedy Family Mystery Sci-Fi,men in black,Will Smith,Rip Torn,Linda Fiorentino
John Lasseter,Adventure Animation Comedy Family Fantasy,toy story 2,Tom Hanks,John Ratzenberger,Wayne Knight
Tony Scott,Action Thriller,unstoppable,Denzel Washington,Rosario Dawson,Ethan Suplee
Brett Ratner,Action Comedy Crime Thriller,rush hour 2,Mei Melançon,John Lone,Harris Yulin
Robert Zemeckis,Drama Fantasy Horror Mystery Thriller,what lies beneath,Harrison Ford,Amber Valletta,Miranda Otto
Phil Lord,Animation Comedy Family Sci-Fi,cloudy with a chance of meatballs,Will Forte,Bobb'e J. Thompson,Al Roker
Carlos Saldanha,Action Adventure Animation Comedy Family,ice age: dawn of the dinosaurs,Denis Leary,Maile Flanagan,Kelly Keaton
Ben Stiller,Adventure Comedy Drama Fantasy Romance,the secret life of walter mitty,Adam Scott,Adrian Martinez,Joey Slotnick
McG,Action Adventure Comedy Crime Thriller,charlie's angels,Bill Murray,LL Cool J,Kelly Lynch
Martin Scorsese,Crime Drama Thriller,the departed,Leonardo DiCaprio,Matt Damon,Ray Winstone
Tony Bancroft,Adventure Animation Family Fantasy Musical War,mulan,Ming-Na Wen,Harvey Fierstein,June Foray
Ben Stiller,Action Comedy,tropic thunder,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson
David Fincher,Crime Drama Mystery Thriller,the girl with the dragon tattoo,Robin Wright,Goran Visnjic,Joely Richardson
John McTiernan,Action Adventure Thriller,die hard with a vengeance,Bruce Willis,Aldis Hodge,Kevin Chamberlin
Guy Ritchie,Action Adventure Crime Mystery Thriller,sherlock holmes,Robert Downey Jr.,Eddie Marsan,Robert Maillet
Timur Bekmambetov,Adventure Drama History,ben-hur,Morgan Freeman,Ayelet Zurer,Moises Arias
Gary Trousdale,Action Adventure Animation Family Fantasy Sci-Fi,atlantis: the lost empire,Leonard Nimoy,Jim Varney,Cree Summer
Walt Becker,Adventure Animation Comedy Family Fantasy Music,alvin and the chipmunks: the road chip,Bella Thorne,Joshua Mikel,Jesse McCartney
Bryan Singer,Drama History Thriller War,valkyrie,Tom Cruise,Tom Wilkinson,Thomas Kretschmann
Dennis Dugan,Action Comedy,you don't mess with the zohan,Adam Sandler,Sayed Badreya,Kevin Nealon
Chris Columbus,Action Animation Comedy Sci-Fi,pixels,Peter Dinklage,Adam Sandler,Josh Gad
Steven Spielberg,Adventure Drama Sci-Fi,a.i. artificial intelligence,Haley Joel Osment,William Hurt,Kevin Sussman
Rob Minkoff,Comedy Family Fantasy Horror Mystery,the haunted mansion,Marsha Thomason,Rachael Harris,Marc John Jefferies
Robert Zemeckis,Drama Mystery Sci-Fi Thriller,contact,Matthew McConaughey,Tom Skerritt,Larry King
Paul Verhoeven,Action Horror Sci-Fi Thriller,hollow man,Greg Grunberg,Kim Dickens,Joey Slotnick
Sydney Pollack,Crime Mystery Thriller,the interpreter,Curtiss Cook,George Harris,Michael Wright
Thor Freudenthal,Adventure Family Fantasy,percy jackson: sea of monsters,Logan Lerman,Leven Rambin,Brandon T. Jackson
Jan de Bont,Action Adventure Fantasy,lara croft tomb raider: the cradle of life,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou
Jon M. Chu,Action Adventure Comedy Crime Mystery Thriller,now you see me 2,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan
Phillip Noyce,Action Adventure Romance Sci-Fi Thriller,the saint,Alun Armstrong,Michael Byrne,Velibor Topic
Tony Scott,Action Crime Thriller,spy game,Brad Pitt,Stephen Dillane,Catherine McCormack
Brian De Palma,Adventure Sci-Fi Thriller,mission to mars,Don Cheadle,Connie Nielsen,Kim Delaney
Carlos Saldanha,Adventure Animation Comedy Family Musical,rio,Anne Hathaway,Wanda Sykes,Will.i.am
Chris Columbus,Comedy Drama Sci-Fi,bicentennial man,Robin Williams,Oliver Platt,John Michael Higgins
Mick Jackson,Action Drama Sci-Fi Thriller,volcano,Don Cheadle,Anne Heche,Gaby Hoffmann
Alan J. Pakula,Action Crime Drama Thriller,the devil's own,Harrison Ford,Brad Pitt,Natascha McElhone
Kathryn Bigelow,Drama History Thriller War,k-19: the widowmaker,Liam Neeson,Christian Camargo,Lex Shrapnel
Josh Trank,Action Adventure Sci-Fi,fantastic four,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker
John Milius,Adventure Fantasy,conan the barbarian,William Smith,Mako,Sandahl Bergman
Ron Howard,Biography Drama Sport,cinderella man,Paddy Considine,Bruce McGill,Rosemarie DeWitt
Andrey Konchalovskiy,Action Family Fantasy Musical,the nutcracker in 3d,Shirley Henderson,Nathan Lane,Richard E. Grant
Gary Ross,Drama History Sport,seabiscuit,Jeff Bridges,Michael Angarano,Michael O'Neill
Jan de Bont,Action Adventure Drama Thriller,twister,Philip Seymour Hoffman,Alan Ruck,Jami Gertz
Rob Cohen,Action Crime Thriller,the fast and the furious,Paul Walker,Vin Diesel,Jordana Brewster
Robert Zemeckis,Adventure Drama Romance,cast away,Tom Hanks,Paul Sanchez,Nick Searcy
George Miller,Animation Comedy Family Music Romance,happy feet,Robin Williams,Hugh Jackman,Elizabeth Daily
Paul Greengrass,Action Mystery Thriller,the bourne supremacy,Matt Damon,Joan Allen,Oksana Akinshina
Wolfgang Petersen,Action Adventure Drama Thriller,air force one,Harrison Ford,Gary Oldman,Dean Stockwell
Steven Soderbergh,Crime Thriller,ocean's eleven,Brad Pitt,Bernie Mac,Elliott Gould
Paul W.S. Anderson,Action Adventure Romance,the three musketeers,Milla Jovovich,Logan Lerman,Orlando Bloom
Genndy Tartakovsky,Animation Comedy Family Fantasy,hotel transylvania,Steve Buscemi,Adam Sandler,Jon Lovitz
Kevin Lima,Animation Comedy Family Fantasy Musical Romance,enchanted,Jeff Bennett,Teala Dunn,Fred Tatasciore
unknown,Crime Drama Horror Mystery Thriller,hannibal            ,Caroline Dhavernas,Scott Thompson,Hettienne Park
Daniel Espinosa,Action Crime Mystery Thriller,safe house,Denzel Washington,Ryan Reynolds,Sam Shepard
Kevin Lima,Adventure Comedy Family,102 dalmatians,Ioan Gruffudd,Eric Idle,Jim Carter
Brett Ratner,Action Comedy Crime,tower heist,Matthew Broderick,Gabourey Sidibe,Judd Hirsch
Nancy Meyers,Comedy Romance,the holiday,Kate Winslet,Rufus Sewell,Sarah Parish
Tony Scott,Action Crime Drama Mystery Thriller,enemy of the state,Will Smith,Jake Busey,Lisa Bonet
Nancy Meyers,Comedy Drama Romance,it's complicated,Meryl Streep,Hunter Parrish,Zoe Kazan
Steven Soderbergh,Crime Thriller,ocean's thirteen,Al Pacino,Matt Damon,Brad Pitt
Roger Allers,Adventure Animation Comedy Family,open season,Jon Favreau,Debra Messing,Jane Krakowski
Neil Burger,Adventure Mystery Sci-Fi,divergent,Kate Winslet,Theo James,Mekhi Phifer
Jean-Jacques Annaud,Drama History War,enemy at the gates,Bob Hoskins,Gabriel Thomson,Clemens Schick
Peter Berg,Action Adventure Comedy Thriller,the rundown,Dwayne Johnson,Rosario Dawson,Ewen Bremner
John McTiernan,Action Adventure Comedy Fantasy,last action hero,F. Murray Abraham,Tom Noonan,Joan Plowright
Rob Marshall,Drama Romance,memoirs of a geisha,Li Gong,Mako,Karl Yune
Justin Lin,Action Crime Thriller,the fast and the furious: tokyo drift,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin
Sarah Smith,Adventure Animation Comedy Family Fantasy,arthur christmas,Jim Broadbent,Imelda Staunton,Michael Palin
Martin Brest,Drama Fantasy Romance,meet joe black,Anthony Hopkins,Brad Pitt,Jake Weber
Andrew Davis,Action Drama Thriller,collateral damage,Raymond Cruz,Rick Worthy,Jsu Garcia
Bob Fosse,Comedy Drama Music Musical,all that jazz,Roy Scheider,Ben Vereen,Max Wright
Tarsem Singh,Adventure Comedy Drama Family Fantasy,mirror mirror,Julia Roberts,Nathan Lane,Danny Woodburn
Edgar Wright,Action Comedy Fantasy Romance,scott pilgrim vs. the world,Anna Kendrick,Kieran Culkin,Ellen Wong
Jon Amiel,Action Adventure Sci-Fi Thriller,the core,Glenn Morshower,Tchéky Karyo,Rekha Sharma
Peter Segal,Comedy Romance Sci-Fi,nutty professor ii: the klumps,Larry Miller,Janet Jackson,Chris Elliott
Raja Gosnell,Adventure Comedy Mystery,scooby-doo,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.
Pete Travis,Action Sci-Fi,dredd,Wood Harris,Jason Cope,Rakie Ayola
